state_id,id,name,state_id/id,ciudad_id:id
estados_mx.res_country_state_mx_chih,municipio_369,El Tule,estados_mx.res_country_state_mx_chih,
estados_mx.res_country_state_mx_chih,municipio_370,Balleza,estados_mx.res_country_state_mx_chih,
estados_mx.res_country_state_mx_chih,municipio_371,Santa Bárbara,estados_mx.res_country_state_mx_chih,
estados_mx.res_country_state_mx_chih,municipio_372,Camargo,estados_mx.res_country_state_mx_chih,
estados_mx.res_country_state_mx_chih,municipio_373,Saucillo,estados_mx.res_country_state_mx_chih,ciudad_103
estados_mx.res_country_state_mx_chih,municipio_374,Saucillo,estados_mx.res_country_state_mx_chih,
estados_mx.res_country_state_mx_chih,municipio_375,Valle de Zaragoza,estados_mx.res_country_state_mx_chih,
estados_mx.res_country_state_mx_chih,municipio_376,La Cruz,estados_mx.res_country_state_mx_chih,
estados_mx.res_country_state_mx_chih,municipio_377,San Francisco de Conchos,estados_mx.res_country_state_mx_chih,
estados_mx.res_country_state_mx_chih,municipio_378,Camargo,estados_mx.res_country_state_mx_chih,ciudad_104
estados_mx.res_country_state_mx_chih,municipio_379,Hidalgo del Parral,estados_mx.res_country_state_mx_chih,ciudad_105
estados_mx.res_country_state_mx_chih,municipio_380,Hidalgo del Parral,estados_mx.res_country_state_mx_chih,
estados_mx.res_country_state_mx_chih,municipio_381,Allende,estados_mx.res_country_state_mx_chih,
estados_mx.res_country_state_mx_chih,municipio_382,López,estados_mx.res_country_state_mx_chih,
estados_mx.res_country_state_mx_chih,municipio_383,Matamoros,estados_mx.res_country_state_mx_chih,
estados_mx.res_country_state_mx_chih,municipio_384,Jiménez,estados_mx.res_country_state_mx_chih,
estados_mx.res_country_state_mx_chih,municipio_385,Jiménez,estados_mx.res_country_state_mx_chih,ciudad_106
estados_mx.res_country_state_mx_chih,municipio_386,Coronado,estados_mx.res_country_state_mx_chih,
estados_mx.res_country_state_mx_chis,municipio_163,Tuxtla Gutiérrez,estados_mx.res_country_state_mx_chis,ciudad_68
estados_mx.res_country_state_mx_chis,municipio_164,Tuxtla Gutiérrez,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_165,San Fernando,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_166,Berriozábal,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_167,Ocozocoautla de Espinosa,estados_mx.res_country_state_mx_chis,ciudad_69
estados_mx.res_country_state_mx_chis,municipio_168,Ocozocoautla de Espinosa,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_169,Suchiapa,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_170,Chiapa de Corzo,estados_mx.res_country_state_mx_chis,ciudad_70
estados_mx.res_country_state_mx_chis,municipio_171,Chiapa de Corzo,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_172,Osumacinta,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_173,San Cristóbal de las Casas,estados_mx.res_country_state_mx_chis,ciudad_71
estados_mx.res_country_state_mx_chis,municipio_174,San Cristóbal de las Casas,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_175,Chamula,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_176,Ixtapa,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_177,Zinacantán,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_178,Acala,estados_mx.res_country_state_mx_chis,ciudad_72
estados_mx.res_country_state_mx_chis,municipio_179,Acala,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_180,Chiapilla,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_181,San Lucas,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_182,Teopisca,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_183,Amatenango del Valle,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_184,Chanal,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_185,Oxchuc,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_186,Huixtán,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_187,Tenejapa,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_188,Mitontic,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_189,Reforma,estados_mx.res_country_state_mx_chis,ciudad_73
estados_mx.res_country_state_mx_chis,municipio_190,Reforma,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_191,Juárez,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_192,Pichucalco,estados_mx.res_country_state_mx_chis,ciudad_74
estados_mx.res_country_state_mx_chis,municipio_193,Pichucalco,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_194,Sunuapa,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_195,Ostuacán,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_196,Francisco León,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_197,Ixtacomitán,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_198,Solosuchiapa,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_199,Ixtapangajoya,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_200,Tecpatán,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_201,Copainalá,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_202,Chicoasén,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_203,Coapilla,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_204,Pantepec,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_205,Tapalapa,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_206,Ocotepec,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_207,Chapultenango,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_208,Amatán,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_209,Huitiupán,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_210,Ixhuatán,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_211,Tapilula,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_212,Rayón,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_213,Pueblo Nuevo Solistahuacán,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_214,Jitotol,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_215,Bochil,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_216,Soyaló,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_217,San Juan Cancuc,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_218,Sabanilla,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_219,Simojovel,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_220,San Andrés Duraznal,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_221,El Bosque,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_222,Chalchihuitán,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_223,Larráinzar,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_224,Santiago el Pinar,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_225,Chenalhó,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_226,Aldama,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_227,Pantelhó,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_228,Sitalá,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_229,Salto de Agua,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_230,Tila,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_231,Tumbalá,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_232,Yajalón,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_233,Ocosingo,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_234,Chilón,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_235,Ocosingo,estados_mx.res_country_state_mx_chis,ciudad_75
estados_mx.res_country_state_mx_chis,municipio_236,Benemérito de las Américas,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_237,Marqués de Comillas,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_238,Palenque,estados_mx.res_country_state_mx_chis,ciudad_76
estados_mx.res_country_state_mx_chis,municipio_239,Palenque,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_240,La Libertad,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_241,Catazajá,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_242,Comitán de Domínguez,estados_mx.res_country_state_mx_chis,ciudad_77
estados_mx.res_country_state_mx_chis,municipio_243,Comitán de Domínguez,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_244,Tzimol,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_245,Chicomuselo,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_246,Bella Vista,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_247,Frontera Comalapa,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_248,La Trinitaria,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_249,La Independencia,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_250,Maravilla Tenejapa,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_251,Las Margaritas,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_252,Las Margaritas,estados_mx.res_country_state_mx_chis,ciudad_78
estados_mx.res_country_state_mx_chis,municipio_253,Altamirano,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_254,Venustiano Carranza,estados_mx.res_country_state_mx_chis,ciudad_79
estados_mx.res_country_state_mx_chis,municipio_255,Venustiano Carranza,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_256,Totolapa,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_257,Nicolás Ruíz,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_258,Las Rosas,estados_mx.res_country_state_mx_chis,ciudad_80
estados_mx.res_country_state_mx_chis,municipio_259,Las Rosas,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_260,La Concordia,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_261,Angel Albino Corzo,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_262,Montecristo de Guerrero,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_263,Socoltenango,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_264,Cintalapa,estados_mx.res_country_state_mx_chis,ciudad_81
estados_mx.res_country_state_mx_chis,municipio_265,Cintalapa,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_266,Jiquipilas,estados_mx.res_country_state_mx_chis,ciudad_82
estados_mx.res_country_state_mx_chis,municipio_267,Jiquipilas,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_268,Arriaga,estados_mx.res_country_state_mx_chis,ciudad_83
estados_mx.res_country_state_mx_chis,municipio_269,Arriaga,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_270,Villaflores,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_271,Villaflores,estados_mx.res_country_state_mx_chis,ciudad_84
estados_mx.res_country_state_mx_chis,municipio_272,Tonalá,estados_mx.res_country_state_mx_chis,ciudad_85
estados_mx.res_country_state_mx_chis,municipio_273,Tonalá,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_274,Villa Corzo,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_275,Pijijiapan,estados_mx.res_country_state_mx_chis,ciudad_86
estados_mx.res_country_state_mx_chis,municipio_276,Pijijiapan,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_277,Mapastepec,estados_mx.res_country_state_mx_chis,ciudad_87
estados_mx.res_country_state_mx_chis,municipio_278,Mapastepec,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_279,Acapetahua,estados_mx.res_country_state_mx_chis,
estados_mx.res_country_state_mx_chis,municipio_280,Acacoyagua,estados_mx.res_country_state_mx_chis,
