id,name,state_id/id,ciudad_id/id
municipio_313,Bachíniva,cfd_mx.res_country_state_mx_chih,ciudad_96
municipio_316,Nuevo Casas Grandes,cfd_mx.res_country_state_mx_chih,ciudad_97
municipio_325,Madera,cfd_mx.res_country_state_mx_chih,ciudad_98
municipio_330,Juárez,cfd_mx.res_country_state_mx_chih,ciudad_99
municipio_19,Aguascalientes,cfd_mx.res_country_state_mx_ags,
municipio_31,Asientos,cfd_mx.res_country_state_mx_ags,
municipio_34,Calvillo,cfd_mx.res_country_state_mx_ags,
municipio_25,Cosío,cfd_mx.res_country_state_mx_ags,
municipio_20,El Llano,cfd_mx.res_country_state_mx_ags,
municipio_35,Jesús María,cfd_mx.res_country_state_mx_ags,
municipio_29,Pabellón de Arteaga,cfd_mx.res_country_state_mx_ags,
municipio_23,Rincón de Romos,cfd_mx.res_country_state_mx_ags,
municipio_21,San Francisco de los Romo,cfd_mx.res_country_state_mx_ags,
municipio_26,San José de Gracia,cfd_mx.res_country_state_mx_ags,
municipio_28,Tepezalá,cfd_mx.res_country_state_mx_ags,
municipio_46,Ensenada,cfd_mx.res_country_state_mx_bc,
municipio_40,Mexicali,cfd_mx.res_country_state_mx_bc,
municipio_45,Playas de Rosarito,cfd_mx.res_country_state_mx_bc,
municipio_39,Tecate,cfd_mx.res_country_state_mx_bc,
municipio_44,Tijuana,cfd_mx.res_country_state_mx_bc,
municipio_56,Comondú,cfd_mx.res_country_state_mx_bcs,
municipio_50,La Paz,cfd_mx.res_country_state_mx_bcs,
municipio_59,Loreto,cfd_mx.res_country_state_mx_bcs,
municipio_54,Los Cabos,cfd_mx.res_country_state_mx_bcs,
municipio_61,Mulegé,cfd_mx.res_country_state_mx_bcs,
municipio_79,Calakmul,cfd_mx.res_country_state_mx_camp,
municipio_85,Calkiní,cfd_mx.res_country_state_mx_camp,
municipio_76,Campeche,cfd_mx.res_country_state_mx_camp,
municipio_71,Candelaria,cfd_mx.res_country_state_mx_camp,
municipio_69,Carmen,cfd_mx.res_country_state_mx_camp,
municipio_75,Champotón,cfd_mx.res_country_state_mx_camp,
municipio_73,Escárcega,cfd_mx.res_country_state_mx_camp,
municipio_83,Hecelchakán,cfd_mx.res_country_state_mx_camp,
municipio_78,Hopelchén,cfd_mx.res_country_state_mx_camp,
municipio_67,Palizada,cfd_mx.res_country_state_mx_camp,
municipio_80,Tenabo,cfd_mx.res_country_state_mx_camp,
municipio_334,Ahumada,cfd_mx.res_country_state_mx_chih,
municipio_338,Aldama,cfd_mx.res_country_state_mx_chih,
municipio_381,Allende,cfd_mx.res_country_state_mx_chih,
municipio_312,Aquiles Serdán,cfd_mx.res_country_state_mx_chih,
municipio_318,Ascensión,cfd_mx.res_country_state_mx_chih,
municipio_314,Bachíniva,cfd_mx.res_country_state_mx_chih,
municipio_370,Balleza,cfd_mx.res_country_state_mx_chih,
municipio_362,Batopilas,cfd_mx.res_country_state_mx_chih,
municipio_351,Bocoyna,cfd_mx.res_country_state_mx_chih,
municipio_322,Buenaventura,cfd_mx.res_country_state_mx_chih,
municipio_372,Camargo,cfd_mx.res_country_state_mx_chih,
municipio_355,Carichí,cfd_mx.res_country_state_mx_chih,
municipio_320,Casas Grandes,cfd_mx.res_country_state_mx_chih,
municipio_310,Chihuahua,cfd_mx.res_country_state_mx_chih,
municipio_359,Chínipas,cfd_mx.res_country_state_mx_chih,
municipio_386,Coronado,cfd_mx.res_country_state_mx_chih,
municipio_335,Coyame del Sotol,cfd_mx.res_country_state_mx_chih,
municipio_309,Cuauhtémoc,cfd_mx.res_country_state_mx_chih,
municipio_352,Cusihuiriachi,cfd_mx.res_country_state_mx_chih,
municipio_343,Delicias,cfd_mx.res_country_state_mx_chih,
municipio_346,Dr. Belisario Domínguez,cfd_mx.res_country_state_mx_chih,
municipio_369,El Tule,cfd_mx.res_country_state_mx_chih,
municipio_321,Galeana,cfd_mx.res_country_state_mx_chih,
municipio_323,Gómez Farías,cfd_mx.res_country_state_mx_chih,
municipio_353,Gran Morelos,cfd_mx.res_country_state_mx_chih,
municipio_350,Guachochi,cfd_mx.res_country_state_mx_chih,
municipio_332,Guadalupe,cfd_mx.res_country_state_mx_chih,
municipio_365,Guadalupe y Calvo,cfd_mx.res_country_state_mx_chih,
municipio_361,Guazapares,cfd_mx.res_country_state_mx_chih,
municipio_315,Guerrero,cfd_mx.res_country_state_mx_chih,
municipio_380,Hidalgo del Parral,cfd_mx.res_country_state_mx_chih,
municipio_368,Huejotitán,cfd_mx.res_country_state_mx_chih,
municipio_324,Ignacio Zaragoza,cfd_mx.res_country_state_mx_chih,
municipio_319,Janos,cfd_mx.res_country_state_mx_chih,
municipio_384,Jiménez,cfd_mx.res_country_state_mx_chih,
municipio_331,Juárez,cfd_mx.res_country_state_mx_chih,
municipio_340,Julimes,cfd_mx.res_country_state_mx_chih,
municipio_376,La Cruz,cfd_mx.res_country_state_mx_chih,
municipio_382,López,cfd_mx.res_country_state_mx_chih,
municipio_326,Madera,cfd_mx.res_country_state_mx_chih,
municipio_360,Maguarichi,cfd_mx.res_country_state_mx_chih,
municipio_341,Manuel Benavides,cfd_mx.res_country_state_mx_chih,
municipio_329,Matachí,cfd_mx.res_country_state_mx_chih,
municipio_383,Matamoros,cfd_mx.res_country_state_mx_chih,
municipio_345,Meoqui,cfd_mx.res_country_state_mx_chih,
municipio_364,Morelos,cfd_mx.res_country_state_mx_chih,
municipio_358,Moris,cfd_mx.res_country_state_mx_chih,
municipio_327,Namiquipa,cfd_mx.res_country_state_mx_chih,
municipio_349,Nonoava,cfd_mx.res_country_state_mx_chih,
municipio_317,Nuevo Casas Grandes,cfd_mx.res_country_state_mx_chih,
municipio_357,Ocampo,cfd_mx.res_country_state_mx_chih,
municipio_337,Ojinaga,cfd_mx.res_country_state_mx_chih,
municipio_333,Praxedis G. Guerrero,cfd_mx.res_country_state_mx_chih,
municipio_311,Riva Palacio,cfd_mx.res_country_state_mx_chih,
municipio_344,Rosales,cfd_mx.res_country_state_mx_chih,
municipio_367,Rosario,cfd_mx.res_country_state_mx_chih,
municipio_348,San Francisco de Borja,cfd_mx.res_country_state_mx_chih,
municipio_377,San Francisco de Conchos,cfd_mx.res_country_state_mx_chih,
municipio_366,San Francisco del Oro,cfd_mx.res_country_state_mx_chih,
municipio_371,Santa Bárbara,cfd_mx.res_country_state_mx_chih,
municipio_354,Santa Isabel,cfd_mx.res_country_state_mx_chih,
municipio_347,Satevó,cfd_mx.res_country_state_mx_chih,
municipio_374,Saucillo,cfd_mx.res_country_state_mx_chih,
municipio_328,Temósachic,cfd_mx.res_country_state_mx_chih,
municipio_363,Urique,cfd_mx.res_country_state_mx_chih,
municipio_356,Uruachi,cfd_mx.res_country_state_mx_chih,
municipio_375,Valle de Zaragoza,cfd_mx.res_country_state_mx_chih,
municipio_280,Acacoyagua,cfd_mx.res_country_state_mx_chis,
municipio_179,Acala,cfd_mx.res_country_state_mx_chis,
municipio_279,Acapetahua,cfd_mx.res_country_state_mx_chis,
municipio_226,Aldama,cfd_mx.res_country_state_mx_chis,
municipio_253,Altamirano,cfd_mx.res_country_state_mx_chis,
municipio_208,Amatán,cfd_mx.res_country_state_mx_chis,
municipio_301,Amatenango de la Frontera,cfd_mx.res_country_state_mx_chis,
municipio_183,Amatenango del Valle,cfd_mx.res_country_state_mx_chis,
municipio_261,Angel Albino Corzo,cfd_mx.res_country_state_mx_chis,
municipio_269,Arriaga,cfd_mx.res_country_state_mx_chis,
municipio_302,Bejucal de Ocampo,cfd_mx.res_country_state_mx_chis,
municipio_246,Bella Vista,cfd_mx.res_country_state_mx_chis,
municipio_236,Benemérito de las Américas,cfd_mx.res_country_state_mx_chis,
municipio_166,Berriozábal,cfd_mx.res_country_state_mx_chis,
municipio_215,Bochil,cfd_mx.res_country_state_mx_chis,
municipio_297,Cacahoatán,cfd_mx.res_country_state_mx_chis,
municipio_241,Catazajá,cfd_mx.res_country_state_mx_chis,
municipio_222,Chalchihuitán,cfd_mx.res_country_state_mx_chis,
municipio_175,Chamula,cfd_mx.res_country_state_mx_chis,
municipio_184,Chanal,cfd_mx.res_country_state_mx_chis,
municipio_207,Chapultenango,cfd_mx.res_country_state_mx_chis,
municipio_225,Chenalhó,cfd_mx.res_country_state_mx_chis,
municipio_171,Chiapa de Corzo,cfd_mx.res_country_state_mx_chis,
municipio_180,Chiapilla,cfd_mx.res_country_state_mx_chis,
municipio_202,Chicoasén,cfd_mx.res_country_state_mx_chis,
municipio_245,Chicomuselo,cfd_mx.res_country_state_mx_chis,
municipio_234,Chilón,cfd_mx.res_country_state_mx_chis,
municipio_265,Cintalapa,cfd_mx.res_country_state_mx_chis,
municipio_203,Coapilla,cfd_mx.res_country_state_mx_chis,
municipio_243,Comitán de Domínguez,cfd_mx.res_country_state_mx_chis,
municipio_201,Copainalá,cfd_mx.res_country_state_mx_chis,
municipio_221,El Bosque,cfd_mx.res_country_state_mx_chis,
municipio_304,El Porvenir,cfd_mx.res_country_state_mx_chis,
municipio_281,Escuintla,cfd_mx.res_country_state_mx_chis,
municipio_196,Francisco León,cfd_mx.res_country_state_mx_chis,
municipio_247,Frontera Comalapa,cfd_mx.res_country_state_mx_chis,
municipio_292,Frontera Hidalgo,cfd_mx.res_country_state_mx_chis,
municipio_286,Huehuetán,cfd_mx.res_country_state_mx_chis,
municipio_209,Huitiupán,cfd_mx.res_country_state_mx_chis,
municipio_186,Huixtán,cfd_mx.res_country_state_mx_chis,
municipio_284,Huixtla,cfd_mx.res_country_state_mx_chis,
municipio_210,Ixhuatán,cfd_mx.res_country_state_mx_chis,
municipio_197,Ixtacomitán,cfd_mx.res_country_state_mx_chis,
municipio_176,Ixtapa,cfd_mx.res_country_state_mx_chis,
municipio_199,Ixtapangajoya,cfd_mx.res_country_state_mx_chis,
municipio_267,Jiquipilas,cfd_mx.res_country_state_mx_chis,
municipio_214,Jitotol,cfd_mx.res_country_state_mx_chis,
municipio_191,Juárez,cfd_mx.res_country_state_mx_chis,
municipio_260,La Concordia,cfd_mx.res_country_state_mx_chis,
municipio_303,La Grandeza,cfd_mx.res_country_state_mx_chis,
municipio_249,La Independencia,cfd_mx.res_country_state_mx_chis,
municipio_240,La Libertad,cfd_mx.res_country_state_mx_chis,
municipio_248,La Trinitaria,cfd_mx.res_country_state_mx_chis,
municipio_223,Larráinzar,cfd_mx.res_country_state_mx_chis,
municipio_251,Las Margaritas,cfd_mx.res_country_state_mx_chis,
municipio_259,Las Rosas,cfd_mx.res_country_state_mx_chis,
municipio_278,Mapastepec,cfd_mx.res_country_state_mx_chis,
municipio_250,Maravilla Tenejapa,cfd_mx.res_country_state_mx_chis,
municipio_237,Marqués de Comillas,cfd_mx.res_country_state_mx_chis,
municipio_300,Mazapa de Madero,cfd_mx.res_country_state_mx_chis,
municipio_285,Mazatán,cfd_mx.res_country_state_mx_chis,
municipio_293,Metapa,cfd_mx.res_country_state_mx_chis,
municipio_188,Mitontic,cfd_mx.res_country_state_mx_chis,
municipio_262,Montecristo de Guerrero,cfd_mx.res_country_state_mx_chis,
municipio_299,Motozintla,cfd_mx.res_country_state_mx_chis,
municipio_257,Nicolás Ruíz,cfd_mx.res_country_state_mx_chis,
municipio_233,Ocosingo,cfd_mx.res_country_state_mx_chis,
municipio_206,Ocotepec,cfd_mx.res_country_state_mx_chis,
municipio_168,Ocozocoautla de Espinosa,cfd_mx.res_country_state_mx_chis,
municipio_195,Ostuacán,cfd_mx.res_country_state_mx_chis,
municipio_172,Osumacinta,cfd_mx.res_country_state_mx_chis,
municipio_185,Oxchuc,cfd_mx.res_country_state_mx_chis,
municipio_239,Palenque,cfd_mx.res_country_state_mx_chis,
municipio_227,Pantelhó,cfd_mx.res_country_state_mx_chis,
municipio_204,Pantepec,cfd_mx.res_country_state_mx_chis,
municipio_193,Pichucalco,cfd_mx.res_country_state_mx_chis,
municipio_276,Pijijiapan,cfd_mx.res_country_state_mx_chis,
municipio_213,Pueblo Nuevo Solistahuacán,cfd_mx.res_country_state_mx_chis,
municipio_212,Rayón,cfd_mx.res_country_state_mx_chis,
municipio_190,Reforma,cfd_mx.res_country_state_mx_chis,
municipio_218,Sabanilla,cfd_mx.res_country_state_mx_chis,
municipio_229,Salto de Agua,cfd_mx.res_country_state_mx_chis,
municipio_220,San Andrés Duraznal,cfd_mx.res_country_state_mx_chis,
municipio_174,San Cristóbal de las Casas,cfd_mx.res_country_state_mx_chis,
municipio_165,San Fernando,cfd_mx.res_country_state_mx_chis,
municipio_217,San Juan Cancuc,cfd_mx.res_country_state_mx_chis,
municipio_181,San Lucas,cfd_mx.res_country_state_mx_chis,
municipio_224,Santiago el Pinar,cfd_mx.res_country_state_mx_chis,
municipio_305,Siltepec,cfd_mx.res_country_state_mx_chis,
municipio_219,Simojovel,cfd_mx.res_country_state_mx_chis,
municipio_228,Sitalá,cfd_mx.res_country_state_mx_chis,
municipio_263,Socoltenango,cfd_mx.res_country_state_mx_chis,
municipio_198,Solosuchiapa,cfd_mx.res_country_state_mx_chis,
municipio_216,Soyaló,cfd_mx.res_country_state_mx_chis,
municipio_169,Suchiapa,cfd_mx.res_country_state_mx_chis,
municipio_291,Suchiate,cfd_mx.res_country_state_mx_chis,
municipio_194,Sunuapa,cfd_mx.res_country_state_mx_chis,
municipio_289,Tapachula,cfd_mx.res_country_state_mx_chis,
municipio_205,Tapalapa,cfd_mx.res_country_state_mx_chis,
municipio_211,Tapilula,cfd_mx.res_country_state_mx_chis,
municipio_200,Tecpatán,cfd_mx.res_country_state_mx_chis,
municipio_187,Tenejapa,cfd_mx.res_country_state_mx_chis,
municipio_182,Teopisca,cfd_mx.res_country_state_mx_chis,
municipio_230,Tila,cfd_mx.res_country_state_mx_chis,
municipio_273,Tonalá,cfd_mx.res_country_state_mx_chis,
municipio_256,Totolapa,cfd_mx.res_country_state_mx_chis,
municipio_231,Tumbalá,cfd_mx.res_country_state_mx_chis,
municipio_294,Tuxtla Chico,cfd_mx.res_country_state_mx_chis,
municipio_164,Tuxtla Gutiérrez,cfd_mx.res_country_state_mx_chis,
municipio_287,Tuzantán,cfd_mx.res_country_state_mx_chis,
municipio_244,Tzimol,cfd_mx.res_country_state_mx_chis,
municipio_295,Unión Juárez,cfd_mx.res_country_state_mx_chis,
municipio_255,Venustiano Carranza,cfd_mx.res_country_state_mx_chis,
municipio_282,Villa Comaltitlán,cfd_mx.res_country_state_mx_chis,
municipio_274,Villa Corzo,cfd_mx.res_country_state_mx_chis,
municipio_270,Villaflores,cfd_mx.res_country_state_mx_chis,
municipio_232,Yajalón,cfd_mx.res_country_state_mx_chis,
municipio_177,Zinacantán,cfd_mx.res_country_state_mx_chis,
municipio_152,Armería,cfd_mx.res_country_state_mx_col,
municipio_156,Colima,cfd_mx.res_country_state_mx_col,
municipio_154,Comala,cfd_mx.res_country_state_mx_col,
municipio_153,Coquimatlán,cfd_mx.res_country_state_mx_col,
municipio_155,Cuauhtémoc,cfd_mx.res_country_state_mx_col,
municipio_157,Ixtlahuacán,cfd_mx.res_country_state_mx_col,
municipio_159,Manzanillo,cfd_mx.res_country_state_mx_col,
municipio_158,Minatitlán,cfd_mx.res_country_state_mx_col,
municipio_160,Tecomán,cfd_mx.res_country_state_mx_col,
municipio_161,Villa de Álvarez,cfd_mx.res_country_state_mx_col,
municipio_389,Canatlán,cfd_mx.res_country_state_mx_dgo,
municipio_395,Canelas,cfd_mx.res_country_state_mx_dgo,
municipio_392,Coneto de Comonfort,cfd_mx.res_country_state_mx_dgo,
municipio_434,Cuencamé,cfd_mx.res_country_state_mx_dgo,
municipio_388,Durango,cfd_mx.res_country_state_mx_dgo,
municipio_429,El Oro,cfd_mx.res_country_state_mx_dgo,
municipio_437,General Simón Bolívar,cfd_mx.res_country_state_mx_dgo,
municipio_417,Gómez Palacio,cfd_mx.res_country_state_mx_dgo,
municipio_402,Guadalupe Victoria,cfd_mx.res_country_state_mx_dgo,
municipio_424,Guanaceví,cfd_mx.res_country_state_mx_dgo,
municipio_422,Hidalgo,cfd_mx.res_country_state_mx_dgo,
municipio_426,Indé,cfd_mx.res_country_state_mx_dgo,
municipio_419,Lerdo,cfd_mx.res_country_state_mx_dgo,
municipio_420,Mapimí,cfd_mx.res_country_state_mx_dgo,
municipio_415,Mezquital,cfd_mx.res_country_state_mx_dgo,
municipio_431,Nazas,cfd_mx.res_country_state_mx_dgo,
municipio_409,Nombre de Dios,cfd_mx.res_country_state_mx_dgo,
municipio_390,Nuevo Ideal,cfd_mx.res_country_state_mx_dgo,
municipio_423,Ocampo,cfd_mx.res_country_state_mx_dgo,
municipio_400,Otáez,cfd_mx.res_country_state_mx_dgo,
municipio_405,Pánuco de Coronado,cfd_mx.res_country_state_mx_dgo,
municipio_403,Peñón Blanco,cfd_mx.res_country_state_mx_dgo,
municipio_407,Poanas,cfd_mx.res_country_state_mx_dgo,
municipio_414,Pueblo Nuevo,cfd_mx.res_country_state_mx_dgo,
municipio_433,Rodeo,cfd_mx.res_country_state_mx_dgo,
municipio_425,San Bernardo,cfd_mx.res_country_state_mx_dgo,
municipio_401,San Dimas,cfd_mx.res_country_state_mx_dgo,
municipio_436,San Juan de Guadalupe,cfd_mx.res_country_state_mx_dgo,
municipio_394,San Juan del Río,cfd_mx.res_country_state_mx_dgo,
municipio_432,San Luis del Cordero,cfd_mx.res_country_state_mx_dgo,
municipio_427,San Pedro del Gallo,cfd_mx.res_country_state_mx_dgo,
municipio_435,Santa Clara,cfd_mx.res_country_state_mx_dgo,
municipio_398,Santiago Papasquiaro,cfd_mx.res_country_state_mx_dgo,
municipio_412,Súchil,cfd_mx.res_country_state_mx_dgo,
municipio_397,Tamazula,cfd_mx.res_country_state_mx_dgo,
municipio_428,Tepehuanes,cfd_mx.res_country_state_mx_dgo,
municipio_421,Tlahualilo,cfd_mx.res_country_state_mx_dgo,
municipio_396,Topia,cfd_mx.res_country_state_mx_dgo,
municipio_411,Vicente Guerrero,cfd_mx.res_country_state_mx_dgo,
municipio_535,Acapulco de Juárez,cfd_mx.res_country_state_mx_gro,
municipio_615,Acatepec,cfd_mx.res_country_state_mx_gro,
municipio_602,Ahuacuotzingo,cfd_mx.res_country_state_mx_gro,
municipio_574,Ajuchitlán del Progreso,cfd_mx.res_country_state_mx_gro,
municipio_626,Alcozauca de Guerrero,cfd_mx.res_country_state_mx_gro,
municipio_608,Alpoyeca,cfd_mx.res_country_state_mx_gro,
municipio_561,Apaxtla,cfd_mx.res_country_state_mx_gro,
municipio_560,Arcelia,cfd_mx.res_country_state_mx_gro,
municipio_596,Atenango del Río,cfd_mx.res_country_state_mx_gro,
municipio_621,Atlamajalcingo del Monte,cfd_mx.res_country_state_mx_gro,
municipio_616,Atlixtac,cfd_mx.res_country_state_mx_gro,
municipio_589,Atoyac de Álvarez,cfd_mx.res_country_state_mx_gro,
municipio_530,Ayutla de los Libres,cfd_mx.res_country_state_mx_gro,
municipio_636,Azoyú,cfd_mx.res_country_state_mx_gro,
municipio_590,Benito Juárez,cfd_mx.res_country_state_mx_gro,
municipio_551,Buenavista de Cuéllar,cfd_mx.res_country_state_mx_gro,
municipio_600,Chilapa de Álvarez,cfd_mx.res_country_state_mx_gro,
municipio_523,Chilpancingo de los Bravo,cfd_mx.res_country_state_mx_gro,
municipio_581,Coahuayutla de José María Izazaga,cfd_mx.res_country_state_mx_gro,
municipio_625,Cochoapa el Grande,cfd_mx.res_country_state_mx_gro,
municipio_564,Cocula,cfd_mx.res_country_state_mx_gro,
municipio_634,Copala,cfd_mx.res_country_state_mx_gro,
municipio_597,Copalillo,cfd_mx.res_country_state_mx_gro,
municipio_617,Copanatoyac,cfd_mx.res_country_state_mx_gro,
municipio_593,Coyuca de Benítez,cfd_mx.res_country_state_mx_gro,
municipio_572,Coyuca de Catalán,cfd_mx.res_country_state_mx_gro,
municipio_641,Cuajinicuilapa,cfd_mx.res_country_state_mx_gro,
municipio_598,Cualác,cfd_mx.res_country_state_mx_gro,
municipio_632,Cuautepec,cfd_mx.res_country_state_mx_gro,
municipio_563,Cuetzala del Progreso,cfd_mx.res_country_state_mx_gro,
municipio_567,Cutzamala de Pinzón,cfd_mx.res_country_state_mx_gro,
municipio_547,Eduardo Neri,cfd_mx.res_country_state_mx_gro,
municipio_631,Florencio Villarreal,cfd_mx.res_country_state_mx_gro,
municipio_558,General Canuto A. Neri,cfd_mx.res_country_state_mx_gro,
municipio_525,General Heliodoro Castillo,cfd_mx.res_country_state_mx_gro,
municipio_606,Huamuxtitlán,cfd_mx.res_country_state_mx_gro,
municipio_543,Huitzuco de los Figueroa,cfd_mx.res_country_state_mx_gro,
municipio_541,Iguala de la Independencia,cfd_mx.res_country_state_mx_gro,
municipio_642,Igualapa,cfd_mx.res_country_state_mx_gro,
municipio_619,Iliatenco,cfd_mx.res_country_state_mx_gro,
municipio_556,Ixcateopan de Cuauhtémoc,cfd_mx.res_country_state_mx_gro,
municipio_601,José Joaquín de Herrera,cfd_mx.res_country_state_mx_gro,
municipio_537,Juan R. Escudero,cfd_mx.res_country_state_mx_gro,
municipio_637,Juchitán,cfd_mx.res_country_state_mx_gro,
municipio_578,La Unión de Isidoro Montes de Oca,cfd_mx.res_country_state_mx_gro,
municipio_526,Leonardo Bravo,cfd_mx.res_country_state_mx_gro,
municipio_618,Malinaltepec,cfd_mx.res_country_state_mx_gro,
municipio_639,Marquelia,cfd_mx.res_country_state_mx_gro,
municipio_604,Mártir de Cuilapan,cfd_mx.res_country_state_mx_gro,
municipio_624,Metlatónoc,cfd_mx.res_country_state_mx_gro,
municipio_531,Mochitlán,cfd_mx.res_country_state_mx_gro,
municipio_595,Olinalá,cfd_mx.res_country_state_mx_gro,
municipio_627,Ometepec,cfd_mx.res_country_state_mx_gro,
municipio_557,Pedro Ascencio Alquisiras,cfd_mx.res_country_state_mx_gro,
municipio_579,Petatlán,cfd_mx.res_country_state_mx_gro,
municipio_553,Pilcaya,cfd_mx.res_country_state_mx_gro,
municipio_570,Pungarabato,cfd_mx.res_country_state_mx_gro,
municipio_532,Quechultenango,cfd_mx.res_country_state_mx_gro,
municipio_623,San Luis Acatlán,cfd_mx.res_country_state_mx_gro,
municipio_539,San Marcos,cfd_mx.res_country_state_mx_gro,
municipio_576,San Miguel Totolapan,cfd_mx.res_country_state_mx_gro,
municipio_549,Taxco de Alarcón,cfd_mx.res_country_state_mx_gro,
municipio_533,Tecoanapa,cfd_mx.res_country_state_mx_gro,
municipio_585,Técpan de Galeana,cfd_mx.res_country_state_mx_gro,
municipio_555,Teloloapan,cfd_mx.res_country_state_mx_gro,
municipio_545,Tepecoacuilco de Trujano,cfd_mx.res_country_state_mx_gro,
municipio_552,Tetipac,cfd_mx.res_country_state_mx_gro,
municipio_528,Tixtla de Guerrero,cfd_mx.res_country_state_mx_gro,
municipio_628,Tlacoachistlahuaca,cfd_mx.res_country_state_mx_gro,
municipio_620,Tlacoapa,cfd_mx.res_country_state_mx_gro,
municipio_571,Tlalchapa,cfd_mx.res_country_state_mx_gro,
municipio_612,Tlalixtaquilla de Maldonado,cfd_mx.res_country_state_mx_gro,
municipio_610,Tlapa de Comonfort,cfd_mx.res_country_state_mx_gro,
municipio_566,Tlapehuala,cfd_mx.res_country_state_mx_gro,
municipio_613,Xalpatláhuac,cfd_mx.res_country_state_mx_gro,
municipio_607,Xochihuehuetlán,cfd_mx.res_country_state_mx_gro,
municipio_629,Xochistlahuaca,cfd_mx.res_country_state_mx_gro,
municipio_614,Zapotitlán Tablas,cfd_mx.res_country_state_mx_gro,
municipio_582,Zihuatanejo de Azueta,cfd_mx.res_country_state_mx_gro,
municipio_575,Zirándaro,cfd_mx.res_country_state_mx_gro,
municipio_603,Zitlala,cfd_mx.res_country_state_mx_gro,
municipio_461,Abasolo,cfd_mx.res_country_state_mx_gto,
municipio_509,Acámbaro,cfd_mx.res_country_state_mx_gto,
municipio_503,Apaseo el Alto,cfd_mx.res_country_state_mx_gto,
municipio_488,Apaseo el Grande,cfd_mx.res_country_state_mx_gto,
municipio_477,Atarjea,cfd_mx.res_country_state_mx_gto,
municipio_485,Celaya,cfd_mx.res_country_state_mx_gto,
municipio_490,Comonfort,cfd_mx.res_country_state_mx_gto,
municipio_506,Coroneo,cfd_mx.res_country_state_mx_gto,
municipio_501,Cortazar,cfd_mx.res_country_state_mx_gto,
municipio_459,Cuerámaro,cfd_mx.res_country_state_mx_gto,
municipio_480,Doctor Mora,cfd_mx.res_country_state_mx_gto,
municipio_469,Dolores Hidalgo Cuna de la Independencia Nacional,cfd_mx.res_country_state_mx_gto,
municipio_442,Guanajuato,cfd_mx.res_country_state_mx_gto,
municipio_463,Huanímaro,cfd_mx.res_country_state_mx_gto,
municipio_453,Irapuato,cfd_mx.res_country_state_mx_gto,
municipio_500,Jaral del Progreso,cfd_mx.res_country_state_mx_gto,
municipio_505,Jerécuaro,cfd_mx.res_country_state_mx_gto,
municipio_467,León,cfd_mx.res_country_state_mx_gto,
municipio_450,Manuel Doblado,cfd_mx.res_country_state_mx_gto,
municipio_521,Moroleón,cfd_mx.res_country_state_mx_gto,
municipio_466,Ocampo,cfd_mx.res_country_state_mx_gto,
municipio_457,Pénjamo,cfd_mx.res_country_state_mx_gto,
municipio_455,Pueblo Nuevo,cfd_mx.res_country_state_mx_gto,
municipio_447,Purísima del Rincón,cfd_mx.res_country_state_mx_gto,
municipio_441,Romita,cfd_mx.res_country_state_mx_gto,
municipio_454,Salamanca,cfd_mx.res_country_state_mx_gto,
municipio_514,Salvatierra,cfd_mx.res_country_state_mx_gto,
municipio_471,San Diego de la Unión,cfd_mx.res_country_state_mx_gto,
municipio_465,San Felipe,cfd_mx.res_country_state_mx_gto,
municipio_448,San Francisco del Rincón,cfd_mx.res_country_state_mx_gto,
municipio_483,San José Iturbide,cfd_mx.res_country_state_mx_gto,
municipio_474,San Luis de la Paz,cfd_mx.res_country_state_mx_gto,
municipio_472,San Miguel de Allende,cfd_mx.res_country_state_mx_gto,
municipio_478,Santa Catarina,cfd_mx.res_country_state_mx_gto,
municipio_493,Santa Cruz de Juventino Rosas,cfd_mx.res_country_state_mx_gto,
municipio_518,Santiago Maravatío,cfd_mx.res_country_state_mx_gto,
municipio_444,Silao,cfd_mx.res_country_state_mx_gto,
municipio_511,Tarandacuao,cfd_mx.res_country_state_mx_gto,
municipio_508,Tarimoro,cfd_mx.res_country_state_mx_gto,
municipio_481,Tierra Blanca,cfd_mx.res_country_state_mx_gto,
municipio_520,Uriangato,cfd_mx.res_country_state_mx_gto,
municipio_498,Valle de Santiago,cfd_mx.res_country_state_mx_gto,
municipio_475,Victoria,cfd_mx.res_country_state_mx_gto,
municipio_495,Villagrán,cfd_mx.res_country_state_mx_gto,
municipio_476,Xichú,cfd_mx.res_country_state_mx_gto,
municipio_516,Yuriria,cfd_mx.res_country_state_mx_gto,
municipio_719,Acatlán,cfd_mx.res_country_state_mx_hgo,
municipio_724,Acaxochitlán,cfd_mx.res_country_state_mx_hgo,
municipio_668,Actopan,cfd_mx.res_country_state_mx_hgo,
municipio_716,Agua Blanca de Iturbide,cfd_mx.res_country_state_mx_hgo,
municipio_647,Ajacuba,cfd_mx.res_country_state_mx_hgo,
municipio_663,Alfajayucan,cfd_mx.res_country_state_mx_hgo,
municipio_737,Almoloya,cfd_mx.res_country_state_mx_hgo,
municipio_735,Apan,cfd_mx.res_country_state_mx_hgo,
municipio_688,Atitalaquia,cfd_mx.res_country_state_mx_hgo,
municipio_695,Atlapexco,cfd_mx.res_country_state_mx_hgo,
municipio_689,Atotonilco de Tula,cfd_mx.res_country_state_mx_hgo,
municipio_709,Atotonilco el Grande,cfd_mx.res_country_state_mx_hgo,
municipio_706,Calnali,cfd_mx.res_country_state_mx_hgo,
