id,name,state_id/id
ciudad_415,Santa Cruz Itundujia,cfd_mx.res_country_state_mx_oax
ciudad_417,Santa Lucia del Camino,cfd_mx.res_country_state_mx_oax
ciudad_411,Santa María Huatulco,cfd_mx.res_country_state_mx_oax
ciudad_428,Santiago Jamiltepec,cfd_mx.res_country_state_mx_oax
ciudad_391,Santiago Juxtlahuaca,cfd_mx.res_country_state_mx_oax
ciudad_425,Santiago Pinotepa Nacional,cfd_mx.res_country_state_mx_oax
ciudad_377,Santiago Suchilquitongo,cfd_mx.res_country_state_mx_oax
ciudad_407,Santo Domingo Tehuantepec,cfd_mx.res_country_state_mx_oax
ciudad_384,Teotitlán de Flores Magón,cfd_mx.res_country_state_mx_oax
ciudad_402,Tlacolula de Matamoros,cfd_mx.res_country_state_mx_oax
ciudad_396,Unión Hidalgo,cfd_mx.res_country_state_mx_oax
ciudad_381,Vicente Camalote,cfd_mx.res_country_state_mx_oax
ciudad_389,Villa de Tamazulápam del Progreso,cfd_mx.res_country_state_mx_oax
ciudad_419,Villa de Zaachila,cfd_mx.res_country_state_mx_oax
ciudad_422,Villa Sola de Vega,cfd_mx.res_country_state_mx_oax
ciudad_416,Zimatlán de Álvarez,cfd_mx.res_country_state_mx_oax
ciudad_444,Acatlán de Osorio,cfd_mx.res_country_state_mx_pue
ciudad_436,Amozoc,cfd_mx.res_country_state_mx_pue
ciudad_442,Atlixco,cfd_mx.res_country_state_mx_pue
ciudad_447,Ciudad Serdán,cfd_mx.res_country_state_mx_pue
ciudad_433,Cuautlancingo,cfd_mx.res_country_state_mx_pue
ciudad_438,Huauchinango,cfd_mx.res_country_state_mx_pue
ciudad_443,Izúcar de Matamoros,cfd_mx.res_country_state_mx_pue
ciudad_432,Puebla (Heroica Puebla),cfd_mx.res_country_state_mx_pue
ciudad_435,San Andrés Cholula,cfd_mx.res_country_state_mx_pue
ciudad_441,San Martín Texmelucan de Labastida,cfd_mx.res_country_state_mx_pue
ciudad_434,San Pedro Cholula,cfd_mx.res_country_state_mx_pue
ciudad_446,Tecamachalco,cfd_mx.res_country_state_mx_pue
ciudad_448,Tehuacan,cfd_mx.res_country_state_mx_pue
ciudad_445,Tepeaca,cfd_mx.res_country_state_mx_pue
ciudad_440,Teziutlan,cfd_mx.res_country_state_mx_pue
ciudad_437,Xicotepec,cfd_mx.res_country_state_mx_pue
ciudad_439,Zacatlán,cfd_mx.res_country_state_mx_pue
ciudad_459,Bacalar,cfd_mx.res_country_state_mx_qro
ciudad_456,Cancún,cfd_mx.res_country_state_mx_qro
ciudad_452,Chetumal,cfd_mx.res_country_state_mx_qro
ciudad_457,Cozumel,cfd_mx.res_country_state_mx_qro
ciudad_451,El Pueblito,cfd_mx.res_country_state_mx_qro
ciudad_453,Felipe Carrillo Puerto,cfd_mx.res_country_state_mx_qro
ciudad_455,Isla Mujeres,cfd_mx.res_country_state_mx_qro
ciudad_454,Kantunilkín,cfd_mx.res_country_state_mx_qro
ciudad_458,Playa del Carmen,cfd_mx.res_country_state_mx_qro
ciudad_449,Querétaro,cfd_mx.res_country_state_mx_qro
ciudad_450,San Juan del Rio,cfd_mx.res_country_state_mx_qro
ciudad_481,Aguaruto,cfd_mx.res_country_state_mx_sin
ciudad_489,Ahome,cfd_mx.res_country_state_mx_sin
ciudad_493,Angostura,cfd_mx.res_country_state_mx_sin
ciudad_494,Choix,cfd_mx.res_country_state_mx_sin
ciudad_485,Cosalá,cfd_mx.res_country_state_mx_sin
ciudad_480,Culiacán Rosales,cfd_mx.res_country_state_mx_sin
ciudad_502,El rosario,cfd_mx.res_country_state_mx_sin
ciudad_500,Escuinapa de Hidalgo,cfd_mx.res_country_state_mx_sin
ciudad_497,Estación Naranjo,cfd_mx.res_country_state_mx_sin
ciudad_492,Guamúchil,cfd_mx.res_country_state_mx_sin
ciudad_487,Guasave,cfd_mx.res_country_state_mx_sin
ciudad_490,Higuera de Zaragoza,cfd_mx.res_country_state_mx_sin
ciudad_501,La Cruz,cfd_mx.res_country_state_mx_sin
ciudad_483,Lic. Benito Juárez (Campo Gobierno),cfd_mx.res_country_state_mx_sin
ciudad_488,Los Mochis,cfd_mx.res_country_state_mx_sin
ciudad_498,Mazatlán,cfd_mx.res_country_state_mx_sin
ciudad_486,Mocorito,cfd_mx.res_country_state_mx_sin
ciudad_482,Navolato,cfd_mx.res_country_state_mx_sin
ciudad_484,Quila,cfd_mx.res_country_state_mx_sin
ciudad_495,San Blas,cfd_mx.res_country_state_mx_sin
ciudad_503,San Ignacio,cfd_mx.res_country_state_mx_sin
ciudad_496,Sinaloa de Leyva,cfd_mx.res_country_state_mx_sin
ciudad_491,Topolobampo,cfd_mx.res_country_state_mx_sin
ciudad_499,Villa Unión,cfd_mx.res_country_state_mx_sin
ciudad_471,Cárdenas,cfd_mx.res_country_state_mx_slp
ciudad_462,Cedral,cfd_mx.res_country_state_mx_slp
ciudad_472,Cerritos,cfd_mx.res_country_state_mx_slp
ciudad_463,Charcas,cfd_mx.res_country_state_mx_slp
ciudad_470,Ciudad del Maíz,cfd_mx.res_country_state_mx_slp
ciudad_466,Ciudad Valles,cfd_mx.res_country_state_mx_slp
ciudad_467,Ébano,cfd_mx.res_country_state_mx_slp
ciudad_469,El Naranjo,cfd_mx.res_country_state_mx_slp
ciudad_477,Fracción el Refugio,cfd_mx.res_country_state_mx_slp
ciudad_465,Matehuala,cfd_mx.res_country_state_mx_slp
ciudad_476,Rioverde,cfd_mx.res_country_state_mx_slp
ciudad_464,Salinas de Hidalgo,cfd_mx.res_country_state_mx_slp
ciudad_460,San Luis Potosí,cfd_mx.res_country_state_mx_slp
ciudad_474,Santa María del Río,cfd_mx.res_country_state_mx_slp
ciudad_461,Soledad de Graciano Sánchez,cfd_mx.res_country_state_mx_slp
ciudad_478,Tamasopo,cfd_mx.res_country_state_mx_slp
ciudad_479,Tamazunchale,cfd_mx.res_country_state_mx_slp
ciudad_468,Tamuin,cfd_mx.res_country_state_mx_slp
ciudad_475,Tierra Nueva,cfd_mx.res_country_state_mx_slp
ciudad_473,Villa de Reyes,cfd_mx.res_country_state_mx_slp
ciudad_511,Agua Prieta,cfd_mx.res_country_state_mx_son
ciudad_513,Ciudad Obregón,cfd_mx.res_country_state_mx_son
ciudad_514,Empalme,cfd_mx.res_country_state_mx_son
ciudad_504,Hermosillo,cfd_mx.res_country_state_mx_son
ciudad_508,Heroica Caborca,cfd_mx.res_country_state_mx_son
ciudad_512,Heroica Ciudad de Cananea,cfd_mx.res_country_state_mx_son
ciudad_515,Heroica Guaymas,cfd_mx.res_country_state_mx_son
ciudad_509,Heroica Nogales,cfd_mx.res_country_state_mx_son
ciudad_517,Huatabampo,cfd_mx.res_country_state_mx_son
ciudad_510,Magdalena de Kino,cfd_mx.res_country_state_mx_son
ciudad_516,Navojoa,cfd_mx.res_country_state_mx_son
ciudad_506,Puerto Peñasco,cfd_mx.res_country_state_mx_son
ciudad_505,San Luis Río Colorado,cfd_mx.res_country_state_mx_son
ciudad_507,Sonoita,cfd_mx.res_country_state_mx_son
ciudad_52,Allende,cfd_mx.res_country_state_mx_tab
ciudad_40,Arteaga,cfd_mx.res_country_state_mx_tab
ciudad_522,Cárdenas,cfd_mx.res_country_state_mx_tab
ciudad_44,Castaños,cfd_mx.res_country_state_mx_tab
ciudad_48,Ciudad Acuña,cfd_mx.res_country_state_mx_tab
ciudad_49,Ciudad Melchor Múzquiz,cfd_mx.res_country_state_mx_tab
ciudad_520,Comalcalco,cfd_mx.res_country_state_mx_tab
ciudad_59,Cuatro Ciénegas de Carranza,cfd_mx.res_country_state_mx_tab
ciudad_524,Cunduacán,cfd_mx.res_country_state_mx_tab
ciudad_528,Emiliano Zapata,cfd_mx.res_country_state_mx_tab
ciudad_61,Francisco I. Madero (Chávez),cfd_mx.res_country_state_mx_tab
ciudad_42,Frontera,cfd_mx.res_country_state_mx_tab
ciudad_521,Huimanguillo,cfd_mx.res_country_state_mx_tab
ciudad_519,Jalpa de Méndez,cfd_mx.res_country_state_mx_tab
ciudad_525,Macuspana,cfd_mx.res_country_state_mx_tab
ciudad_56,Matamoros,cfd_mx.res_country_state_mx_tab
ciudad_43,Monclova,cfd_mx.res_country_state_mx_tab
ciudad_51,Morelos,cfd_mx.res_country_state_mx_tab
ciudad_58,Nadadores,cfd_mx.res_country_state_mx_tab
ciudad_47,Nava,cfd_mx.res_country_state_mx_tab
ciudad_54,Nueva Rosita,cfd_mx.res_country_state_mx_tab
ciudad_523,Paraíso,cfd_mx.res_country_state_mx_tab
ciudad_62,Parras de la Fuente,cfd_mx.res_country_state_mx_tab
ciudad_46,Piedras Negras,cfd_mx.res_country_state_mx_tab
ciudad_45,Ramos Arizpe,cfd_mx.res_country_state_mx_tab
ciudad_53,Sabinas,cfd_mx.res_country_state_mx_tab
ciudad_39,Saltillo,cfd_mx.res_country_state_mx_tab
ciudad_41,San Buenaventura,cfd_mx.res_country_state_mx_tab
ciudad_60,San Pedro,cfd_mx.res_country_state_mx_tab
ciudad_526,Teapa,cfd_mx.res_country_state_mx_tab
ciudad_527,Tenosique de Pino Suárez,cfd_mx.res_country_state_mx_tab
ciudad_55,Torreón,cfd_mx.res_country_state_mx_tab
ciudad_57,Viesca,cfd_mx.res_country_state_mx_tab
ciudad_518,Villahermosa,cfd_mx.res_country_state_mx_tab
ciudad_50,Zaragoza,cfd_mx.res_country_state_mx_tab
ciudad_552,Apizaco,cfd_mx.res_country_state_mx_talx
ciudad_551,Calpulalpan,cfd_mx.res_country_state_mx_talx
ciudad_554,Chiautempan,cfd_mx.res_country_state_mx_talx
ciudad_553,Huamantla,cfd_mx.res_country_state_mx_talx
ciudad_550,Tlaxcala (Tlaxcala de Xicotencatl),cfd_mx.res_country_state_mx_talx
ciudad_555,Villa Vicente Guerrero,cfd_mx.res_country_state_mx_talx
ciudad_545,Altamira,cfd_mx.res_country_state_mx_tamps
ciudad_540,Ciudad Camargo,cfd_mx.res_country_state_mx_tamps
ciudad_539,Ciudad Gustavo Díaz Ordaz,cfd_mx.res_country_state_mx_tamps
ciudad_544,Ciudad Madero,cfd_mx.res_country_state_mx_tamps
ciudad_549,Ciudad Mante,cfd_mx.res_country_state_mx_tamps
ciudad_537,Ciudad Miguel Alemán,cfd_mx.res_country_state_mx_tamps
ciudad_542,Ciudad Río Bravo,cfd_mx.res_country_state_mx_tamps
ciudad_534,Ciudad Tula,cfd_mx.res_country_state_mx_tamps
ciudad_529,Ciudad Victoria,cfd_mx.res_country_state_mx_tamps
ciudad_547,Estación Manuel (Úrsulo Galván),cfd_mx.res_country_state_mx_tamps
ciudad_546,González,cfd_mx.res_country_state_mx_tamps
ciudad_530,Heroica Matamoros,cfd_mx.res_country_state_mx_tamps
ciudad_535,Jaumave,cfd_mx.res_country_state_mx_tamps
ciudad_538,Nueva Ciudad Guerrero,cfd_mx.res_country_state_mx_tamps
ciudad_536,Nuevo Laredo,cfd_mx.res_country_state_mx_tamps
ciudad_541,Reynosa,cfd_mx.res_country_state_mx_tamps
ciudad_532,San Fernando,cfd_mx.res_country_state_mx_tamps
ciudad_533,Soto la Marina,cfd_mx.res_country_state_mx_tamps
ciudad_543,Tampico,cfd_mx.res_country_state_mx_tamps
ciudad_531,Valle Hermoso,cfd_mx.res_country_state_mx_tamps
ciudad_548,Xicoténcatl,cfd_mx.res_country_state_mx_tamps
ciudad_614,Acayucan,cfd_mx.res_country_state_mx_ver
ciudad_619,Agua dulce,cfd_mx.res_country_state_mx_ver
ciudad_579,Altotonga,cfd_mx.res_country_state_mx_ver
ciudad_599,Alvarado,cfd_mx.res_country_state_mx_ver
ciudad_611,Ángel R. Cabada,cfd_mx.res_country_state_mx_ver
ciudad_594,Atoyac,cfd_mx.res_country_state_mx_ver
ciudad_557,Banderilla,cfd_mx.res_country_state_mx_ver
ciudad_584,Boca del RÍo,cfd_mx.res_country_state_mx_ver
ciudad_602,Carlos A. Carrillo,cfd_mx.res_country_state_mx_ver
ciudad_613,Catemaco,cfd_mx.res_country_state_mx_ver
ciudad_572,Cazones de Herrera,cfd_mx.res_country_state_mx_ver
ciudad_568,Cerro Azul,cfd_mx.res_country_state_mx_ver
ciudad_558,Coatepec,cfd_mx.res_country_state_mx_ver
ciudad_618,Coatzacoalcos,cfd_mx.res_country_state_mx_ver
ciudad_573,Coatzintla,cfd_mx.res_country_state_mx_ver
ciudad_588,Córdoba,cfd_mx.res_country_state_mx_ver
ciudad_603,Cosamaloapan,cfd_mx.res_country_state_mx_ver
ciudad_616,Cosoleacaque,cfd_mx.res_country_state_mx_ver
ciudad_617,Cuichapa,cfd_mx.res_country_state_mx_ver
ciudad_592,Cuitláhuac,cfd_mx.res_country_state_mx_ver
ciudad_567,El Higo,cfd_mx.res_country_state_mx_ver
ciudad_587,Fortín de las Flores,cfd_mx.res_country_state_mx_ver
ciudad_595,General Miguel Alemán (Potrero Nuevo),cfd_mx.res_country_state_mx_ver
ciudad_576,Gutiérrez Zamora,cfd_mx.res_country_state_mx_ver
ciudad_582,Huatusco de Chicuellar,cfd_mx.res_country_state_mx_ver
ciudad_569,Huayacocotla,cfd_mx.res_country_state_mx_ver
ciudad_591,Huiloapan de Cuauhtémoc,cfd_mx.res_country_state_mx_ver
ciudad_606,Isla,cfd_mx.res_country_state_mx_ver
ciudad_586,Ixtaczoquitlán,cfd_mx.res_country_state_mx_ver
ciudad_615,Jáltipan de Morelos,cfd_mx.res_country_state_mx_ver
ciudad_560,José Cardel,cfd_mx.res_country_state_mx_ver
ciudad_612,Juan Díaz Covarrubias,cfd_mx.res_country_state_mx_ver
ciudad_607,Juan Rodríguez Clara,cfd_mx.res_country_state_mx_ver
ciudad_621,Las Choapas,cfd_mx.res_country_state_mx_ver
ciudad_600,Lerdo de Tejada,cfd_mx.res_country_state_mx_ver
ciudad_620,Minatitlán,cfd_mx.res_country_state_mx_ver
ciudad_566,Naranjos,cfd_mx.res_country_state_mx_ver
ciudad_589,Nogales,cfd_mx.res_country_state_mx_ver
ciudad_585,Orizaba,cfd_mx.res_country_state_mx_ver
ciudad_581,Pánuco,cfd_mx.res_country_state_mx_ver
ciudad_575,Papantla de Olarte,cfd_mx.res_country_state_mx_ver
ciudad_593,Paraje Nuevo,cfd_mx.res_country_state_mx_ver
ciudad_559,Paso de Ovejas,cfd_mx.res_country_state_mx_ver
ciudad_596,Paso del Macho,cfd_mx.res_country_state_mx_ver
ciudad_565,Platón Sánchez,cfd_mx.res_country_state_mx_ver
ciudad_605,Playa Vicente,cfd_mx.res_country_state_mx_ver
ciudad_574,Poza Rica de Hidalgo,cfd_mx.res_country_state_mx_ver
ciudad_590,Río Blanco,cfd_mx.res_country_state_mx_ver
ciudad_608,San Andrés Tuxtla,cfd_mx.res_country_state_mx_ver
ciudad_577,San Rafael,cfd_mx.res_country_state_mx_ver
ciudad_610,Santiago Tuxtla,cfd_mx.res_country_state_mx_ver
ciudad_609,Sihuapan,cfd_mx.res_country_state_mx_ver
ciudad_583,Soledad de Doblado,cfd_mx.res_country_state_mx_ver
ciudad_562,Tampico Alto,cfd_mx.res_country_state_mx_ver
ciudad_564,Tantoyuca,cfd_mx.res_country_state_mx_ver
ciudad_563,Tempoal de Sánchez,cfd_mx.res_country_state_mx_ver
ciudad_597,Tezonapa,cfd_mx.res_country_state_mx_ver
ciudad_598,Tierra Blanca,cfd_mx.res_country_state_mx_ver
ciudad_571,Tihuatlán,cfd_mx.res_country_state_mx_ver
ciudad_604,Tlacojalpan,cfd_mx.res_country_state_mx_ver
ciudad_578,Tlapacoyan,cfd_mx.res_country_state_mx_ver
ciudad_601,Tres Valles,cfd_mx.res_country_state_mx_ver
ciudad_570,Túxpam de Rodríguez Cano,cfd_mx.res_country_state_mx_ver
ciudad_561,Veracruz,cfd_mx.res_country_state_mx_ver
ciudad_556,Xalapa-Enríquez,cfd_mx.res_country_state_mx_ver
ciudad_580,Yecuatla,cfd_mx.res_country_state_mx_ver
ciudad_622,Mérida,cfd_mx.res_country_state_mx_yuc
ciudad_623,Motul de Carrillo Puerto,cfd_mx.res_country_state_mx_yuc
ciudad_626,Ticul,cfd_mx.res_country_state_mx_yuc
ciudad_624,Tizimín,cfd_mx.res_country_state_mx_yuc
ciudad_625,Valladolid,cfd_mx.res_country_state_mx_yuc
ciudad_633,Ciudad Cuauhtémoc,cfd_mx.res_country_state_mx_zac
ciudad_638,Fresnillo,cfd_mx.res_country_state_mx_zac
ciudad_632,Guadalupe,cfd_mx.res_country_state_mx_zac
ciudad_643,Jalpa,cfd_mx.res_country_state_mx_zac
ciudad_641,Jerez de García Salinas,cfd_mx.res_country_state_mx_zac
ciudad_628,Juan Aldama,cfd_mx.res_country_state_mx_zac
ciudad_636,Loreto,cfd_mx.res_country_state_mx_zac
ciudad_635,Luis Moya,cfd_mx.res_country_state_mx_zac
ciudad_645,Moyahua de Estrada,cfd_mx.res_country_state_mx_zac
ciudad_644,Nochistlán de Mejía,cfd_mx.res_country_state_mx_zac
ciudad_634,Ojocaliente,cfd_mx.res_country_state_mx_zac
ciudad_629,Río Grande,cfd_mx.res_country_state_mx_zac
ciudad_639,Sombrerete,cfd_mx.res_country_state_mx_zac
ciudad_640,Valparaíso,cfd_mx.res_country_state_mx_zac
ciudad_631,Víctor Rosales,cfd_mx.res_country_state_mx_zac
ciudad_630,Villa de Cos,cfd_mx.res_country_state_mx_zac
ciudad_637,Villa Hidalgo,cfd_mx.res_country_state_mx_zac
ciudad_642,Villanueva,cfd_mx.res_country_state_mx_zac
ciudad_627,Zacatecas,cfd_mx.res_country_state_mx_zac
